[1000, 1000, 1000, 1000, 1000, 999, 1000, 997, 991, 957, 952, 925, 914, 899, 874, 846, 852, 823, 778, 766, 657, 451, 289, 170, 80, 21, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[1000, 1000, 1000, 1000, 1000, 1000, 1000, 997, 990, 965, 957, 939, 896, 896, 881, 859, 813, 808, 783, 748, 675, 440, 302, 156, 79, 32, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[1000, 1000, 1000, 1000, 1000, 999, 999, 998, 993, 971, 945, 925, 921, 886, 871, 842, 846, 798, 783, 758, 669, 449, 305, 139, 94, 24, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[1000, 1000, 1000, 1000, 1000, 1000, 998, 997, 987, 970, 948, 931, 915, 892, 857, 839, 809, 820, 799, 760, 656, 466, 305, 169, 74, 25, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[1000, 1000, 1000, 1000, 1000, 1000, 1000, 997, 990, 967, 946, 930, 926, 900, 873, 867, 835, 806, 780, 766, 692, 425, 252, 160, 72, 22, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[1000, 1000, 1000, 1000, 1000, 999, 999, 1000, 992, 977, 949, 934, 904, 886, 860, 838, 815, 814, 791, 741, 664, 448, 279, 177, 74, 31, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[1000, 1000, 1000, 1000, 1000, 1000, 1000, 999, 993, 972, 951, 935, 925, 883, 861, 855, 796, 813, 755, 772, 659, 442, 268, 171, 85, 30, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[1000, 1000, 1000, 1000, 1000, 1000, 1000, 997, 992, 967, 954, 938, 923, 870, 868, 846, 829, 791, 764, 760, 652, 450, 256, 177, 83, 34, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[1000, 1000, 1000, 1000, 1000, 1000, 999, 999, 990, 967, 950, 948, 920, 910, 853, 858, 830, 799, 795, 725, 664, 460, 291, 174, 82, 35, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[1000, 1000, 1000, 1000, 1000, 1000, 998, 1000, 989, 967, 945, 933, 910, 916, 868, 853, 827, 809, 784, 771, 632, 469, 267, 150, 69, 29, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[1000, 1000, 1000, 1000, 1000, 1000, 999, 1000, 990, 966, 949, 916, 924, 904, 865, 852, 826, 800, 757, 744, 685, 468, 282, 163, 74, 27, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[1000, 1000, 1000, 1000, 1000, 1000, 1000, 997, 986, 974, 950, 932, 922, 884, 860, 848, 825, 795, 800, 761, 658, 445, 280, 173, 77, 22, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[1000, 1000, 1000, 1000, 1000, 1000, 999, 998, 989, 966, 951, 940, 911, 896, 875, 827, 804, 817, 766, 751, 643, 459, 276, 181, 79, 25, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 990, 962, 944, 922, 915, 894, 890, 860, 831, 819, 779, 715, 642, 423, 264, 167, 84, 29, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[1000, 1000, 1000, 1000, 1000, 1000, 1000, 997, 991, 976, 953, 944, 918, 912, 875, 848, 841, 815, 792, 751, 673, 473, 294, 155, 78, 38, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[1000, 1000, 1000, 1000, 1000, 1000, 1000, 999, 989, 971, 943, 931, 916, 896, 864, 856, 838, 790, 794, 750, 629, 473, 276, 169, 80, 26, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[1000, 1000, 1000, 1000, 1000, 1000, 1000, 996, 984, 977, 951, 943, 906, 895, 868, 836, 835, 799, 786, 759, 648, 459, 272, 158, 71, 17, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[1000, 1000, 1000, 1000, 1000, 1000, 1000, 998, 997, 983, 956, 933, 919, 911, 874, 866, 824, 792, 769, 773, 675, 441, 287, 136, 98, 36, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[1000, 1000, 1000, 1000, 1000, 1000, 997, 1000, 992, 973, 956, 928, 906, 894, 884, 866, 824, 806, 790, 782, 670, 463, 275, 166, 82, 28, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[1000, 1000, 1000, 1000, 1000, 1000, 1000, 997, 994, 965, 951, 921, 917, 898, 881, 869, 806, 805, 786, 773, 661, 462, 278, 162, 72, 36, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
